date,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s),site number,site name
11/02/20,97.6,222.2,8.35,31.6,39.95,,,1.29,36.87,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
11/02/20,152.63,190.49,70.35,29.98,71.9,48.59,6.14,1.13,5.83,2.53,3.69,4.71,,5.17,3.75,18.33,49.71,0.69,154.99,,0.0,368.87,,,5344,Teri Gram
11/02/20,271.01,351.06,31.65,31.12,16.34,63.17,3.94,1.52,16.36,14.49,0.34,0.61,,11.49,18.74,22.36,32.9,0.65,238.46,0.0,0.0,73.96,,,5345,Sector-51
12/02/20,173.38,,0.9,3.5,0.89,,9.47,1.32,60.15,2.0,6.02,3.79,,3.0,4.01,,65.31,0.64,214.39,,0.0,86.52,722.16,-0.08,146,Vikas Sadan
12/02/20,161.32,255.02,15.97,42.14,58.12,,,2.44,62.37,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
12/02/20,150.03,227.21,42.87,28.48,71.2,47.04,7.03,2.14,18.21,7.32,0.25,9.94,,10.99,17.63,15.65,65.83,0.69,153.49,,0.0,351.27,,,5344,Teri Gram
12/02/20,146.37,259.32,40.58,41.27,18.23,74.04,3.19,2.29,23.76,15.54,0.29,0.69,,7.46,24.05,18.44,53.52,0.5,203.24,0.0,0.0,40.31,,,5345,Sector-51
13/02/20,60.19,,9.84,26.2,19.85,,11.59,1.46,72.5,1.99,5.99,3.0,,2.99,4.03,,54.61,1.46,278.91,,0.0,143.49,780.34,-0.12,146,Vikas Sadan
13/02/20,65.0,122.32,5.26,5.02,10.29,,,0.86,52.0,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
13/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
13/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
14/02/20,61.07,,8.51,21.06,16.14,,12.07,1.71,77.92,1.99,6.01,3.01,,3.01,4.01,,57.15,1.72,285.89,,0.0,161.22,777.02,-0.07,146,Vikas Sadan
14/02/20,66.78,135.45,5.83,6.01,11.83,,,1.09,43.98,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
14/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
14/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
15/02/20,50.28,,10.78,26.71,20.79,,11.17,1.87,83.42,2.0,5.99,2.96,,2.99,3.99,,47.02,1.44,270.1,,0.0,119.68,777.63,-0.12,146,Vikas Sadan
15/02/20,49.79,114.09,4.96,4.83,9.8,,,1.22,5.38,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
15/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
15/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
16/02/20,74.14,,39.77,45.09,53.84,,12.55,2.25,63.5,2.0,6.0,3.01,,3.01,3.99,,54.6,0.99,226.97,,0.0,142.38,781.98,-0.21,146,Vikas Sadan
16/02/20,109.0,190.39,5.45,8.01,13.46,,,1.69,4.23,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
16/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
16/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
17/02/20,93.86,,69.35,45.44,77.6,,11.07,2.85,46.13,1.99,5.99,2.98,,3.0,3.97,,64.46,0.92,219.46,,0.0,127.66,784.05,-0.22,146,Vikas Sadan
17/02/20,113.65,221.14,7.07,8.73,15.8,,,2.0,4.18,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
17/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
17/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
18/02/20,72.3,,70.86,47.09,75.95,,11.63,2.3,53.29,1.99,6.0,3.0,,3.01,4.03,,52.59,1.07,220.34,,0.0,189.68,780.46,-0.2,146,Vikas Sadan
18/02/20,74.21,174.8,5.44,7.71,13.15,,,1.46,4.13,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
18/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
18/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
19/02/20,84.13,,112.75,37.2,108.22,,11.38,2.06,59.26,2.01,5.99,2.97,,2.99,3.98,,57.79,1.44,127.79,,0.0,152.74,776.44,-0.09,146,Vikas Sadan
19/02/20,82.88,162.71,5.27,5.64,10.91,,,1.43,4.2,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
19/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
19/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
20/02/20,83.37,,8.64,31.61,21.83,,11.11,1.71,81.81,2.02,6.01,3.0,,2.99,4.0,,48.12,1.87,85.79,,0.0,165.56,774.7,0.02,146,Vikas Sadan
20/02/20,90.68,173.65,4.99,3.78,8.77,,,1.57,43.05,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
20/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
20/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
21/02/20,45.2,,25.76,39.06,39.47,,11.38,2.38,10.17,2.0,6.03,3.0,,3.0,4.05,,93.63,0.51,125.08,,0.0,28.54,787.45,-0.23,146,Vikas Sadan
21/02/20,51.26,75.49,5.21,4.33,9.54,,,1.64,42.79,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
21/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
21/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
22/02/20,46.99,,32.68,34.11,41.25,,6.98,1.63,32.61,2.69,5.99,3.01,,3.0,3.97,,72.14,1.05,135.68,,0.0,197.28,786.22,-0.16,146,Vikas Sadan
22/02/20,63.75,101.23,6.37,5.23,11.6,,,1.63,29.46,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
22/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
22/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
23/02/20,93.96,,21.45,43.44,39.06,,2.56,1.6,34.17,2.01,6.03,3.0,,3.0,4.01,,79.0,0.84,218.63,,0.0,116.0,784.03,-0.2,146,Vikas Sadan
23/02/20,94.1,161.18,9.09,6.4,15.49,,,2.03,37.07,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
23/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
23/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
24/02/20,67.47,,32.34,41.2,44.31,,5.14,1.13,23.45,2.0,5.99,3.03,,3.0,3.99,,78.56,0.9,232.52,,0.0,135.72,779.16,-0.21,146,Vikas Sadan
24/02/20,71.35,133.86,6.54,6.04,12.58,,,1.43,37.34,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
24/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
24/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
25/02/20,83.1,,6.27,45.47,27.63,,7.61,0.72,39.99,1.99,5.99,2.98,,3.0,4.0,,69.73,1.1,242.75,,0.0,193.9,776.56,-0.18,146,Vikas Sadan
25/02/20,100.66,212.28,6.4,7.05,13.45,,,1.7,35.59,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
25/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
25/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
26/02/20,98.94,,86.37,54.97,95.16,,9.77,1.28,45.24,1.99,5.97,3.05,,3.0,3.97,,64.13,0.95,219.06,,0.0,161.54,777.11,-0.2,146,Vikas Sadan
26/02/20,111.0,226.86,7.28,5.92,13.19,,,1.58,39.56,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
26/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
26/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
27/02/20,74.48,,13.66,64.11,43.05,,8.18,0.8,23.78,1.99,6.0,2.98,,3.01,4.02,,74.19,1.08,133.26,,0.0,108.53,778.12,-0.15,146,Vikas Sadan
27/02/20,92.21,155.0,6.1,9.84,16.5,,,1.43,41.29,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
27/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
27/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
28/02/20,59.41,,2.63,42.26,22.87,,5.97,1.1,60.2,2.0,6.03,2.98,,3.01,4.0,,69.4,1.76,93.73,,0.0,152.3,775.12,0.01,146,Vikas Sadan
28/02/20,79.99,127.79,7.22,11.64,18.87,,,1.57,55.91,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
28/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
28/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
29/02/20,35.04,,4.22,38.99,22.81,,4.01,0.9,55.23,2.0,5.96,2.97,,3.01,4.03,,78.48,1.52,89.89,,0.0,93.73,775.44,-0.02,146,Vikas Sadan
29/02/20,64.46,103.03,13.36,13.57,21.04,,,1.35,51.08,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
29/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
29/02/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
01/03/20,201.75,,154.06,59.95,166.42,,4.12,3.19,7.79,2.0,6.0,2.99,,3.0,4.0,,79.57,0.8,173.22,,0.0,81.47,786.2,-0.23,146,Vikas Sadan
01/03/20,141.83,206.25,31.86,24.56,56.42,,,3.34,23.64,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
01/03/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
01/03/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
02/03/20,86.57,,68.39,45.0,75.97,,9.08,2.75,52.15,2.0,5.99,3.0,,3.0,4.0,,69.52,0.82,228.87,,0.0,123.24,786.9,-0.23,146,Vikas Sadan
02/03/20,90.43,185.32,10.29,15.2,25.49,,,1.73,6.35,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
02/03/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
02/03/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
03/03/20,77.19,,73.08,50.43,83.29,,8.11,1.53,45.94,1.99,6.0,3.0,,3.0,3.99,,67.35,0.87,218.26,,0.0,180.38,772.68,-0.21,146,Vikas Sadan
03/03/20,81.61,177.35,29.05,31.18,60.22,,,2.38,34.85,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
03/03/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5344,Teri Gram
03/03/20,,,,,,,,,,,,,,,,,,,,,0.0,,,,5345,Sector-51
04/03/20,26.24,,5.86,15.82,12.86,,8.0,0.38,82.62,2.0,6.01,3.0,,3.0,4.0,,39.99,0.86,241.68,,0.0,236.82,772.97,-0.17,146,Vikas Sadan
04/03/20,24.23,42.92,7.41,10.15,17.57,,,0.43,28.67,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
04/03/20,29.55,48.87,,,0.0,,23.31,0.56,67.39,0.0,0.0,0.0,,,,22.78,44.67,0.81,239.78,,0.0,532.46,,,5344,Teri Gram
04/03/20,28.89,55.24,2.41,12.11,8.26,37.62,14.56,0.51,88.42,2.85,2.07,4.89,,16.66,13.47,24.28,39.48,0.92,243.96,0.0,0.0,,,,5345,Sector-51
05/03/20,34.5,,3.25,23.92,13.48,,1.88,1.19,103.72,2.0,5.98,3.01,,3.0,3.99,,56.79,1.42,117.92,,0.0,201.55,763.32,-0.05,146,Vikas Sadan
05/03/20,37.32,79.6,7.35,8.57,15.92,,,0.67,26.48,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
05/03/20,47.94,71.88,3.62,2.99,2.9,,7.78,0.47,70.2,8.85,0.86,0.56,,9.94,0.31,27.25,63.64,1.43,137.39,,0.0,237.5,,,5344,Teri Gram
05/03/20,38.42,101.57,1.05,9.62,5.17,13.1,8.12,0.56,90.19,3.21,2.04,3.63,,10.62,9.36,28.03,59.87,1.39,138.52,0.0,0.0,,,,5345,Sector-51
06/03/20,36.96,,5.42,27.29,16.38,,6.93,0.61,85.3,2.0,5.98,3.0,,2.99,3.99,,49.65,0.63,210.91,,0.0,297.83,757.83,-0.2,146,Vikas Sadan
06/03/20,45.65,106.54,2.51,11.29,13.8,,,1.27,28.08,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
06/03/20,53.89,103.71,10.64,3.0,9.92,,4.46,0.67,46.25,10.02,2.38,0.6,,19.85,0.14,29.47,59.33,0.8,145.13,,0.0,374.61,,,5344,Teri Gram
06/03/20,53.31,146.76,0.77,15.8,7.63,9.96,6.73,0.58,94.68,3.42,1.62,3.47,,8.84,8.51,31.16,49.47,0.75,176.71,0.0,0.0,,,,5345,Sector-51
07/03/20,72.42,,5.98,10.77,7.52,,9.3,0.86,79.62,1.99,5.98,3.0,,3.0,4.0,,49.03,0.88,218.37,,0.0,290.13,746.26,-0.16,146,Vikas Sadan
07/03/20,67.57,141.54,4.62,20.46,25.08,,,0.76,69.09,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
07/03/20,96.17,196.53,10.78,2.99,10.03,,8.52,0.67,35.54,1.48,5.85,6.25,,6.54,13.61,33.54,63.59,0.91,177.67,,0.0,298.91,,,5344,Teri Gram
07/03/20,84.48,193.88,2.29,11.94,8.08,3.5,4.75,0.7,90.16,3.18,1.16,2.49,,5.89,5.88,34.88,56.39,0.9,155.6,0.0,0.0,,,,5345,Sector-51
08/03/20,35.72,,0.53,8.36,4.06,,6.17,0.4,42.53,2.0,6.0,2.99,,3.0,4.0,,69.88,0.62,238.28,,0.0,207.92,745.94,-0.21,146,Vikas Sadan
08/03/20,24.92,51.57,8.3,9.49,17.79,,,0.47,22.76,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
08/03/20,34.15,53.42,6.49,4.7,11.29,,12.32,0.72,10.81,0.26,2.8,3.69,,1.52,1.14,30.78,78.02,0.81,218.47,,0.0,253.71,,,5344,Teri Gram
08/03/20,30.82,71.46,2.96,7.84,3.79,18.99,5.48,0.52,4.09,3.08,0.13,5.24,,10.58,9.82,31.5,67.8,0.92,228.54,0.0,0.0,,,,5345,Sector-51
09/03/20,42.99,,1.99,2.29,1.2,,6.32,0.4,39.0,2.0,6.0,3.01,,3.0,3.99,,81.73,1.58,122.74,,0.0,193.97,764.03,0.11,146,Vikas Sadan
09/03/20,41.19,65.25,4.4,10.05,14.45,,,0.48,34.59,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
09/03/20,27.55,51.13,6.23,8.25,13.23,15.65,3.8,0.56,19.49,2.76,1.54,5.45,,4.49,3.54,28.81,83.88,1.25,97.2,,0.0,344.17,,,5344,Teri Gram
09/03/20,47.3,120.85,3.66,7.24,7.9,12.25,1.78,0.49,21.04,5.01,98.74,5.73,,5.65,10.11,30.25,78.37,0.68,130.55,0.0,0.0,,,,5345,Sector-51
10/03/20,100.37,,4.56,3.77,5.62,,3.06,0.72,60.32,1.99,5.99,2.99,,2.99,3.99,,54.11,0.61,203.86,,0.0,152.75,762.93,-0.06,146,Vikas Sadan
10/03/20,69.81,164.68,5.54,16.26,21.79,,,1.12,55.29,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
10/03/20,64.54,134.44,5.62,4.82,8.29,18.97,4.54,1.06,34.93,5.36,0.72,0.64,,6.71,4.51,26.25,62.27,0.65,165.52,,0.0,425.98,,,5344,Teri Gram
10/03/20,80.58,202.27,3.03,7.88,4.35,24.37,2.96,0.88,36.78,9.93,0.95,0.27,,17.09,18.42,28.63,52.87,0.56,205.43,0.0,0.0,,,,5345,Sector-51
11/03/20,132.29,,8.86,6.15,10.14,,5.88,1.67,106.49,2.0,6.01,3.81,,3.0,4.01,,45.59,0.57,211.18,,0.0,121.44,718.51,-0.07,146,Vikas Sadan
11/03/20,64.84,148.5,8.1,26.01,34.1,,,1.21,37.47,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
11/03/20,117.53,138.38,27.58,21.12,32.44,50.83,5.49,1.05,41.39,3.34,4.77,5.01,,5.19,4.9,18.36,52.04,0.68,137.33,,0.0,411.59,,,5344,Teri Gram
11/03/20,244.92,414.74,36.07,37.45,16.33,75.99,3.5,1.77,13.15,16.02,0.38,0.76,,10.3,17.94,21.66,36.58,0.44,226.62,0.0,0.0,80.74,,,5345,Sector-51
12/03/20,157.79,,0.83,3.69,0.92,,9.84,1.82,61.76,2.01,6.0,3.81,,2.99,4.0,,69.97,0.64,208.22,,0.0,83.8,720.32,-0.08,146,Vikas Sadan
12/03/20,148.14,231.52,7.39,33.26,40.66,,,2.2,60.83,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
12/03/20,157.67,218.88,43.2,28.69,72.23,46.12,7.14,1.91,17.53,5.24,0.11,7.84,,7.82,13.05,15.6,69.81,0.71,147.92,,0.0,349.96,,,5344,Teri Gram
12/03/20,180.63,278.39,29.37,29.13,14.35,84.72,2.39,1.71,36.6,16.61,0.21,0.46,,12.23,20.11,18.24,58.6,0.51,226.51,0.0,0.0,42.32,,,5345,Sector-51
13/03/20,54.5,,16.48,57.94,41.15,,2.34,0.85,45.99,2.0,5.98,2.98,,3.0,4.02,,47.54,0.9,240.27,,0.0,208.37,775.99,-0.19,146,Vikas Sadan
13/03/20,49.24,188.21,8.08,15.61,23.69,,,1.43,38.79,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
13/03/20,69.07,157.69,29.51,20.22,25.64,,18.4,0.55,32.53,4.35,3.37,10.03,,7.7,14.85,17.61,56.23,0.74,196.62,0.01,0.6,527.54,,,5344,Teri Gram
13/03/20,67.33,195.83,6.78,23.4,30.11,32.45,16.2,0.59,50.66,1.62,0.19,5.25,,12.28,9.83,20.98,46.73,0.81,191.85,0.0,0.0,,,,5345,Sector-51
14/03/20,42.85,,6.6,49.61,27.95,,3.26,0.95,46.71,2.0,6.01,3.03,,2.98,4.01,,72.2,1.09,182.35,,0.0,165.87,778.5,-0.13,146,Vikas Sadan
14/03/20,44.41,98.39,7.74,13.47,21.21,,,1.46,31.84,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
14/03/20,46.69,80.53,0.4,6.45,0.91,,20.53,0.55,26.73,3.56,5.35,5.89,,3.91,10.56,18.01,80.19,1.06,171.44,,0.0,260.24,,,5344,Teri Gram
14/03/20,44.05,134.24,4.95,21.1,22.6,31.69,18.07,0.58,45.55,1.5,0.19,5.32,,12.97,9.83,19.06,71.97,0.97,154.62,0.0,0.0,,,,5345,Sector-51
15/03/20,53.8,,6.85,57.19,33.77,,4.8,0.75,64.48,2.0,5.98,3.02,,3.0,3.99,,67.24,0.91,214.22,,0.0,173.03,781.26,-0.18,146,Vikas Sadan
15/03/20,54.74,125.07,11.93,18.21,30.14,,,1.34,37.8,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
15/03/20,67.28,119.31,10.35,7.89,12.42,,22.54,0.81,46.09,7.1,12.33,20.53,,15.11,33.66,17.6,70.26,0.66,157.24,,0.0,366.09,,,5344,Teri Gram
15/03/20,59.56,171.06,7.49,23.9,18.16,27.9,20.61,0.9,63.18,2.11,0.23,5.97,,15.16,11.22,18.57,65.64,0.71,221.46,0.0,0.0,,,,5345,Sector-51
16/03/20,56.54,,3.81,54.71,30.02,,6.31,1.3,57.37,2.0,6.0,3.03,,3.0,4.0,,72.72,0.85,241.91,,0.0,161.24,781.0,-0.2,146,Vikas Sadan
16/03/20,58.09,136.92,8.5,18.96,27.58,,,1.2,40.16,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
16/03/20,74.08,154.15,13.36,7.87,14.89,,23.56,0.79,32.92,6.52,12.71,26.95,,18.29,44.33,21.39,59.77,0.73,230.15,,0.0,450.85,,,5344,Teri Gram
16/03/20,105.36,171.49,4.35,24.73,16.24,47.57,16.32,0.74,58.09,4.06,1.19,11.5,,24.71,19.28,19.88,64.74,0.69,234.05,0.0,0.0,,,,5345,Sector-51
17/03/20,52.28,,18.31,52.23,40.43,,7.8,1.35,61.59,1.99,5.98,3.0,,3.0,3.99,,64.22,1.0,251.3,,0.0,209.33,780.19,-0.18,146,Vikas Sadan
17/03/20,62.83,138.37,7.82,19.8,27.62,,,1.17,46.49,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
17/03/20,75.09,145.56,9.72,7.04,11.47,,29.92,0.95,40.17,7.85,15.79,33.39,,25.22,56.14,20.14,66.35,0.78,226.7,,0.0,486.04,,,5344,Teri Gram
17/03/20,103.51,220.98,10.36,26.68,22.25,62.36,20.08,1.01,60.26,6.14,1.0,18.42,,44.73,35.39,21.36,60.45,0.77,230.21,0.0,0.0,,,,5345,Sector-51
18/03/20,63.26,,17.52,60.51,44.64,,7.85,1.63,62.93,2.0,6.0,2.99,,3.0,4.0,,63.98,0.99,247.83,,0.0,225.39,777.5,-0.19,146,Vikas Sadan
18/03/20,73.87,152.53,11.23,26.27,37.5,,,1.34,41.31,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
18/03/20,82.27,173.05,18.7,7.53,18.93,,28.54,0.98,34.12,8.59,15.13,33.84,,25.24,56.68,20.47,67.32,0.81,205.92,,0.0,477.16,,,5344,Teri Gram
18/03/20,120.69,247.75,27.8,28.46,37.16,54.59,20.32,1.29,57.37,5.58,0.98,8.9,,23.1,20.94,22.25,58.82,0.69,254.23,0.0,0.0,,,,5345,Sector-51
19/03/20,68.33,,44.58,56.94,53.95,,5.11,0.91,66.73,2.0,5.99,2.98,,3.0,4.01,,62.58,0.83,218.69,,0.0,171.3,771.61,-0.2,146,Vikas Sadan
19/03/20,79.98,167.78,11.28,23.77,35.05,,,1.54,45.71,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
19/03/20,86.43,176.83,19.0,6.94,18.86,,28.27,1.07,47.43,9.19,14.5,29.39,,23.07,47.51,22.03,67.64,0.7,188.65,,0.0,445.44,,,5344,Teri Gram
19/03/20,81.08,249.37,26.88,30.28,37.37,51.06,21.03,1.28,75.19,5.79,1.06,9.67,,25.75,23.28,23.62,59.61,0.82,159.9,0.0,0.0,,,,5345,Sector-51
20/03/20,69.46,,47.19,17.68,47.09,,1.91,0.96,86.57,2.0,5.98,3.0,,2.98,4.01,,58.9,0.9,133.23,,0.0,233.61,769.75,-0.16,146,Vikas Sadan
20/03/20,85.89,163.28,8.43,17.93,26.36,,,1.4,56.98,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
20/03/20,94.87,165.91,10.66,5.68,11.52,,26.82,1.0,56.48,8.96,14.12,26.63,,19.58,42.25,23.3,65.87,0.9,118.85,,0.0,314.13,,,5344,Teri Gram
20/03/20,97.02,242.08,7.16,30.06,21.32,58.22,15.91,1.0,75.99,4.89,1.28,7.09,,18.88,17.1,24.86,57.26,0.88,138.58,0.0,0.0,,,,5345,Sector-51
21/03/20,52.47,,33.73,17.27,36.15,,2.9,0.74,70.57,1.99,6.01,2.99,,2.99,4.01,,49.05,0.8,234.87,,0.0,219.29,770.58,-0.19,146,Vikas Sadan
21/03/20,54.4,119.34,8.14,15.69,23.83,,,1.15,53.07,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
21/03/20,60.83,114.25,6.37,5.36,7.91,,29.38,0.82,51.04,7.35,14.96,27.1,,19.57,43.33,23.23,56.5,0.66,187.5,,0.0,368.08,,,5344,Teri Gram
21/03/20,62.74,148.6,8.53,27.23,19.37,75.31,16.96,0.83,68.6,4.12,2.79,7.43,,20.46,17.78,24.84,47.85,0.83,203.49,0.0,0.0,,,,5345,Sector-51
22/03/20,65.18,,19.12,25.52,28.67,,3.06,0.83,65.87,2.01,5.98,2.97,,3.0,4.03,,55.82,0.78,182.5,,0.0,208.99,772.94,-0.19,146,Vikas Sadan
22/03/20,84.37,143.59,10.14,17.56,27.7,,,1.25,44.95,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
22/03/20,92.39,138.3,17.31,5.89,16.97,,29.43,1.08,52.83,9.8,15.35,28.91,,20.89,47.07,23.21,61.93,0.71,182.99,,0.0,473.64,,,5344,Teri Gram
22/03/20,97.39,166.64,10.8,28.31,21.94,60.75,18.65,1.13,73.25,5.6,2.79,8.06,,21.72,19.45,24.95,54.32,0.79,203.53,0.0,0.0,,,,5345,Sector-51
23/03/20,45.87,,19.31,28.02,30.07,,2.64,0.82,52.41,2.0,5.99,3.03,,2.99,4.03,,54.73,0.74,213.73,,0.0,171.55,772.75,-0.23,146,Vikas Sadan
23/03/20,55.05,98.7,7.6,11.99,19.6,,,1.04,44.24,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
23/03/20,54.18,89.83,3.5,4.73,5.28,,29.78,0.78,41.63,7.34,15.19,29.69,,20.11,49.05,23.14,60.61,0.67,179.38,,0.0,417.19,,,5344,Teri Gram
23/03/20,53.12,131.5,7.7,23.19,18.29,56.91,17.93,0.76,60.94,4.04,2.75,7.49,,20.6,18.23,25.02,50.05,0.72,176.42,0.0,0.0,,,,5345,Sector-51
24/03/20,43.23,,11.52,31.22,25.44,,2.05,0.69,45.65,2.0,5.98,3.03,,2.99,3.99,,62.23,0.63,147.47,,0.0,149.0,771.2,-0.2,146,Vikas Sadan
24/03/20,59.15,99.92,7.67,11.54,19.21,,,1.26,39.35,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
24/03/20,71.31,99.14,1.58,4.32,3.52,,29.1,0.83,37.65,8.26,14.6,28.06,,18.94,45.92,22.37,65.95,0.8,154.88,,0.0,265.45,,,5344,Teri Gram
24/03/20,63.51,129.42,7.15,22.59,16.48,53.98,17.2,0.93,55.04,4.89,2.67,7.56,,20.25,18.39,24.63,57.73,1.11,149.41,0.0,0.0,,,,5345,Sector-51
25/03/20,27.98,,12.39,25.45,23.12,,1.65,0.56,43.36,2.0,5.99,3.0,,3.0,3.98,,64.56,0.74,204.0,,0.0,191.66,771.33,-0.19,146,Vikas Sadan
25/03/20,32.0,60.22,8.23,10.74,18.97,,,1.07,33.83,,,,,,,,,,,,0.0,,,,5025,NISE Gwal Pahari
25/03/20,35.76,52.99,3.57,3.89,3.97,,27.34,0.65,41.42,6.9,14.21,27.96,,18.7,46.7,24.01,63.87,0.72,224.04,,0.0,485.26,,,5344,Teri Gram
25/03/20,33.4,69.49,8.49,19.43,16.51,53.9,17.49,0.69,56.24,4.03,2.71,7.27,,20.08,17.94,25.14,58.32,0.92,181.33,0.0,0.0,,,,5345,Sector-51
